fecha,nombre,area,circuito,estructura,lat,long,observaciones,apoyoTipo,apoyoCantidad,configuracion,disposicion,altura,característicasPlaca,avifauna,avifaunaEquipos,crucetaSup,crucetaInf,bayonetaTipo,bayonetaObservaciones,templeteCant,templeteAvifauna,aisladorTipo,aisladorA,aisladorB,aisladorC,dpsA,dpsB,dpsC,seccionador,equiposAdicionales,sptBajante,sptConexion,sptCantidad,sptEstado,"fotoPath,,,,,,",fotoPath_limpio,LATITUD NUEVO,LONGITUD NUEVO,CIRCUITO,Estructura,Nombre Imagen,Termografia,Imagen normal
5/30/2025 11:01,,jacana,jacana-cabrestero,P-53J,,,,P,1.0,Suspensión,Canadiense,14.0,,No,,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_110632_7449305831462535139.jpg,,,,,,",JPEG_20250530_110632_7449305831462535139.jpg,4.382333489,-72.7336788,JAC-R4,P-53J,R4 - Jacana,image271.png,image272.png
5/30/2025 10:58,,jacana,jacana-cabrestero,P-53J,,,,P,1.0,Retención,Canadiense,14.0,,Sí,grapas y dps,1.0,1,Doble,,2.0,,Aislador,2.0,2.0,2.0,1.0,1.0,1.0,No,Dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_110111_2725969319818750768.jpg,,,,,,",JPEG_20250530_110111_2725969319818750768.jpg,4.382333489,-72.7336788,JAC-R4,P-53J,R4 - Jacana,image271.png,image272.png
5/29/2025 13:47,,ponyo,ponyo-r4,P-54,4.3476984,-72.7335938,,P,1.0,Otro,Otro,14.0,,Sí,aisladores,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,,,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_135118_4966104742045652412.jpg,,,,,,",JPEG_20250529_135118_4966104742045652412.jpg,4.346685694,-72.73727453,R4-PONYO,P-54,Ponyo - R4,image151.png,image152.png
5/30/2025 10:53,,jacana,jacana-cabrestero,P-54J,4.3861946,-72.7257862,,P,1.0,Suspensión,Canadiense,14.0,,No,,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_105759_9125191197519681527.jpg,,,,,,",JPEG_20250530_105759_9125191197519681527.jpg,4.382968629,-72.73317265,JAC-R4,P-54J,R4 - Jacana,image269.png,image270.png
5/29/2025 13:41,,ponyo,ponyo-r4,P-55,4.3476984,-72.7335938,,P,1.0,Otro,Otro,14.0,1050.0,Sí,aisladores,1.0,,Sencilla,,,,Pin,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_134644_8673034791603158087.jpg,,,,,,",JPEG_20250529_134644_8673034791603158087.jpg,4.34701416,-72.7365123,R4-PONYO,P-55,Ponyo - R4,image149.png,image150.png
5/30/2025 10:50,,jacana,jacana-cabrestero,P-55J,,,,P,1.0,Suspensión,Canadiense,14.0,,No,,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_105327_6606504296304692754.jpg,,,,,,",JPEG_20250530_105327_6606504296304692754.jpg,4.383607899,-72.73266504,JAC-R4,P-55J,R4 - Jacana,image267.png,image268.png
5/29/2025 13:36,,ponyo,ponyo-r4,P-56,4.3476984,-72.7335938,Estructura en retención con derivación para cambio de ángulo ,P,1.0,Retención,Otro,14.0,1050.0,Sí,grapas,1.0,1,Doble,,2.0,2.0,Cadenas de aisladores,,,,1.0,1.0,1.0,No,Dps y linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_134103_8566367019606310245.jpg,,,,,,",JPEG_20250529_134103_8566367019606310245.jpg,4.347341921,-72.73575233,R4-PONYO,P-56,Ponyo - R4,image147.png,image148.png
5/30/2025 10:47,,jacana,jacana-cabrestero,P-56J,,,,P,1.0,Suspensión,Canadiense,14.0,,No,,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_104955_7870255192736822209.jpg,,,,,,",JPEG_20250530_104955_7870255192736822209.jpg,4.384241991,-72.7321602,JAC-R4,P-56J,R4 - Jacana,image265.png,image266.png
5/29/2025 13:33,,ponyo,ponyo-r4,P-57,4.3476984,-72.7335938,,P,1.0,Retención,Otro,14.0,1050.0,Sí,grapas,1.0,,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,linepost ,1.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_133647_6792041280144362013.jpg,,,,,,",JPEG_20250529_133647_6792041280144362013.jpg,4.348160408,-72.73591621,R4-PONYO,P-57,Ponyo - R4,image145.png,image146.png
5/30/2025 10:43,,jacana,jacana-cabrestero,P-57J,4.3861946,-72.7257862,,P,1.0,Suspensión,Canadiense,14.0,,No,,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,1.0,1.0,1.0,No,dps ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_104631_5304236937896407442.jpg,,,,,,",JPEG_20250530_104631_5304236937896407442.jpg,4.384877492,-72.73165438,JAC-R4,P-57J,R4 - Jacana,image263.png,image264.png
5/29/2025 13:29,,ponyo,ponyo-r4,P-58,4.3476984,-72.7335938,"Estructura en derivación para cambio de ángulo, 2 niveles de crucetas ",P,1.0,Retención,Otro,14.0,,Sí,grapas,,,Doble,,2.0,2.0,Cadenas de aisladores,,,,,,,No,linepost ,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_133254_4478233415385643357.jpg,,,,,",JPEG_20250529_133254_4478233415385643357.jpg,4.34856119,-72.73578781,R4-PONYO,P-58,Ponyo - R4,image143.png,image144.png
5/30/2025 10:40,,jacana,jacana-cabrestero,P-58J,4.3861946,-72.7257862,,P,1.0,Retención,Canadiense,14.0,,Sí,"grapas, puentes y templetes",1.0,1,Doble,,3.0,3.0,Aislador,2.0,2.0,2.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_104329_8694312126480937026.jpg,,,,,",JPEG_20250530_104329_8694312126480937026.jpg,4.385248129,-72.7313631,JAC-R4,P-58J,R4 - Jacana,image261.png,image262.png
5/29/2025 13:22,,ponyo,ponyo-r4,P-59,4.3476984,-72.7335938,Estructura de paso ,P,1.0,Otro,Otro,14.0,1050.0,Sí,aisladores,1.0,,Sencilla,,,,Aislador,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_132852_718152561367039341.jpg,,,,,,",JPEG_20250529_132852_718152561367039341.jpg,4.348689907,-72.73543066,R4-PONYO,P-59,Ponyo - R4,image141.png,image142.png
5/30/2025 10:36,,jacana,jacana-cabrestero,P-59J,,,,P,1.0,Pullover,Canadiense,14.0,,Sí,grapas,,,Doble,,3.0,3.0,Aislador,2.0,2.0,2.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_104016_8895206091139650022.jpg,,,,,,",JPEG_20250530_104016_8895206091139650022.jpg,4.385367537,-72.73107028,JAC-R4,P-59J,R4 - Jacana,image259.png,image260.png
5/30/2025 10:34,,jacana,jacana-cabrestero,P-60J,,,,P,1.0,Retención,Canadiense,14.0,,Sí,grapas,1.0,1,Doble,,3.0,,Aislador,,,,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_103604_8003268144872505100.jpg,,,,,,",JPEG_20250530_103604_8003268144872505100.jpg,4.385240349,-72.73069475,JAC-R4,P-60J,R4 - Jacana,image257.png,image258.png
5/30/2025 10:30,,jacana,jacana-cabrestero,P-61J,,,,P,,Suspensión,Canadiense,14.0,,No,,,,Sencilla,,,,Aislador,1.0,1.0,1.0,1.0,1.0,1.0,No,dps,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_103357_841539960938071083.jpg,,,,,,",JPEG_20250530_103357_841539960938071083.jpg,4.384723272,-72.73006062,JAC-R4,,,,
5/30/2025 10:26,,jacana,jacana-cabrestero,P-62J,,,,P,1.0,Suspensión,Canadiense,14.0,,No,,1.0,1,Sencilla,,,,Aislador,1.0,1.0,1.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_103022_4764885359222004127.jpg,,,,,,",JPEG_20250530_103022_4764885359222004127.jpg,4.384217432,-72.72943895,JAC-R4,P-62J,R4 - Jacana,image255.png,image256.png
5/30/2025 10:20,,jacana,jacana-cabrestero,P-64J,,,,P,1.0,Pullover,Canadiense,14.0,,No,grapas,,,Sencilla,,2.0,2.0,Aislador,2.0,2.0,2.0,,,,No,,2.0,,,,"/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_102227_3465360806550027865.jpg,,,,,,",JPEG_20250530_102227_3465360806550027865.jpg,4.383464092,-72.72851371,JAC-R4,P-64J,R4 - Jacana,image253.png,image254.png
